Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Bodies Bodies Bodies,(2022),"Comedy,Horror,Thriller","When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.","https://m.media-amazon.com/images/M/MV5BYTA2ODg5ZjgtOTU2My00MzFkLWI0NzMtZmQ5MmRhMWU1NzhlXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",8110652,https://www.imdb.com/title/tt8110652/,94 min,13,"36,746",6.3,Posters/8110652.jpg
True Lies,(1994),"Action,Comedy,Thriller","A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used-car salesman while terrorists smuggle nuclear war heads into the United States.","https://m.media-amazon.com/images/M/MV5BYzg5YmUyNGMtMThiNS00MjA2LTgwZDctNDlhM2RkZDNmZmRkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",111503,https://www.imdb.com/title/tt0111503/,141 min,A,"263,477",7.3,Posters/111503.jpg
Red Sparrow,(2018),"Action,Drama,Thriller","Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.","https://m.media-amazon.com/images/M/MV5BMTA3MDkxOTc4NDdeQTJeQWpwZ15BbWU4MDAxNzgyNTQz._V1_QL75_UX280_CR0,3,280,414_.jpg",2873282,https://www.imdb.com/title/tt2873282/,140 min,A,"189,057",6.6,Posters/2873282.jpg
Me Before You,(2016),"Drama,Romance",A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE4NDE2NV5BMl5BanBnXkFtZTgwOTcwNDE5NzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2674426,https://www.imdb.com/title/tt2674426/,106 min,UA,"258,557",7.4,Posters/2674426.jpg
The Greatest Showman,(2017),"Biography,Drama,Musical",Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,"https://m.media-amazon.com/images/M/MV5BMjI1NDYzNzY2Ml5BMl5BanBnXkFtZTgwODQwODczNTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1485796,https://www.imdb.com/title/tt1485796/,105 min,UA,"286,053",7.5,Posters/1485796.jpg
Operation Mincemeat,(2021),"Drama,War","During WWII, two intelligence officers use a corpse and false papers to outwit German troops.","https://m.media-amazon.com/images/M/MV5BOGZlNjZhNjgtMjQzZC00MDI0LWFmNGQtNmNiYTIyYTE3ODhkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1879016,https://www.imdb.com/title/tt1879016/,128 min,A,"27,485",6.6,Posters/1879016.jpg
Inside Job,(2021–2022),"Animation,Comedy,Fantasy","For employees of the Deep State, conspiracies aren't just theories, they're fact. And keeping them a secret is a full-time job.","https://m.media-amazon.com/images/M/MV5BZTg5YjE1YzktYjRmZC00Y2VjLThiMDItOTcwODRhMjRjZDQ1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_QL75_UX280_CR0,3,280,414_.jpg",10231312,https://www.imdb.com/title/tt10231312/,30 min,18,"22,602",7.7,Posters/10231312.jpg
Luckiest Girl Alive,(2022),"Drama,Mystery,Thriller","A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.","https://m.media-amazon.com/images/M/MV5BNzJlMTE3ODEtODRjOS00Zjg4LWE0ZTYtODAwMWMwNjFmZmQyXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",4595186,https://www.imdb.com/title/tt4595186/,113 min,A,"45,969",6.4,Posters/4595186.jpg
The King's Man,(2021),"Action,Adventure,Thriller","In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions.","https://m.media-amazon.com/images/M/MV5BMDEzZDY2ZDktNTlmOS00NThjLThkNTEtMjE5MzI5NWEwZmRjXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6856242,https://www.imdb.com/title/tt6856242/,131 min,15+,"150,199",6.3,Posters/6856242.jpg
Harry Potter and the Deathly Hallows - Part 2,(2011),"Adventure,Family,Fantasy","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX280_CR0,3,280,414_.jpg",1201607,https://www.imdb.com/title/tt1201607/,130 min,UA,"881,547",8.1,Posters/1201607.jpg
1917,(2019),"Action,Drama,War","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","https://m.media-amazon.com/images/M/MV5BOTdmNTFjNDEtNzg0My00ZjkxLTg1ZDAtZTdkMDc2ZmFiNWQ1XkEyXkFqcGdeQXVyNTAzNzgwNTg@._V1_QL75_UX280_CR0,3,280,414_.jpg",8579674,https://www.imdb.com/title/tt8579674/,119 min,R,"597,658",8.2,Posters/8579674.jpg
Guardians of the Galaxy,(2014),"Action,Adventure,Comedy",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,"https://m.media-amazon.com/images/M/MV5BZTkwZjU3MTctMGExMi00YjU5LTgwMDMtOWNkZDRlZjQ4NmZhXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX280_CR0,3,280,414_.jpg",2015381,https://www.imdb.com/title/tt2015381/,121 min,UA,"1,186,278",8.0,Posters/2015381.jpg
We're the Millers,(2013),"Comedy,Crime",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"https://m.media-amazon.com/images/M/MV5BMjA5Njc0NDUxNV5BMl5BanBnXkFtZTcwMjYzNzU1OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1723121,https://www.imdb.com/title/tt1723121/,110 min,A,"455,014",7.0,Posters/1723121.jpg
Snowfall,(2017–2023),"Crime,Drama",A look at the early days of the crack cocaine epidemic in Los Angeles during the beginning of the 1980s.,"https://m.media-amazon.com/images/M/MV5BYzdhNDE0YTItNGJiMi00YzYyLTk0YTktODViNTU3Njk1MWY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",6439752,https://www.imdb.com/title/tt6439752/,44 min,18,"19,093",8.2,Posters/6439752.jpg
In the Dark,(2019–2022),"Action,Crime,Horror",A blind young woman tries to solve her friend's murder.,"https://m.media-amazon.com/images/M/MV5BMzk3NWVhMzgtNjkzMy00OWYxLWIxZDktZmIyODU5NjA5ZDE3XkEyXkFqcGdeQXVyMTUyNjM1OTE4._V1_QL75_UX280_CR0,3,280,414_.jpg",7772602,https://www.imdb.com/title/tt7772602/,42 min,13,"13,742",7.5,Posters/7772602.jpg
Futurama,(1999–2023),"Animation,Adventure,Comedy","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.","https://m.media-amazon.com/images/M/MV5BNzA2ZDk2ZTUtMWU2Yi00NDVmLTk1ODEtMmFmMjQyNWYzODI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",149460,https://www.imdb.com/title/tt0149460/,22 min,U,"240,758",8.5,Posters/149460.jpg
The Dark Knight Rises,(2012),"Action,Drama","Eight years after the Joker's reign of chaos, Batman is coerced out of exile with the assistance of the mysterious Selina Kyle in order to defend Gotham City from the vicious guerrilla terrorist Bane.","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1345836,https://www.imdb.com/title/tt1345836/,164 min,UA,"1,712,365",8.4,Posters/1345836.jpg
The Father,(I) (2020),"Drama,Mystery","A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.","https://m.media-amazon.com/images/M/MV5BZGJhNWRiOWQtMjI4OS00ZjcxLTgwMTAtMzQ2ODkxY2JkOTVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",10272386,https://www.imdb.com/title/tt10272386/,97 min,UA,"157,809",8.2,Posters/10272386.jpg
A Discovery of Witches,(2018–2022),"Drama,Fantasy,Romance","Diana Bishop, historian and witch, accesses Ashmole 782 and knows she must solve its mysteries. She is offered help by the enigmatic Matthew Clairmont, but he's a vampire and witches should never trust vampires.","https://m.media-amazon.com/images/M/MV5BNDQ1MDc2MjYtZjBhMi00ZjRlLWE5NDctMTVjNzNjMDc5ZGNmXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2177461,https://www.imdb.com/title/tt2177461/,60 min,15+,"54,315",7.9,Posters/2177461.jpg
La Brea,(2021– ),"Drama,Mystery,Sci-Fi","A massive sinkhole mysteriously opens up in Los Angeles, separating part of a family in an unexplainable primeval world, alongside a desperate group of strangers.","https://m.media-amazon.com/images/M/MV5BYzM4NWVmOWYtN2ZiNC00NDI1LWFlNjUtNjRkZTdlOGQxYmY5XkEyXkFqcGdeQXVyMTUwMzM5ODkz._V1_QL75_UX280_CR0,3,280,414_.jpg",11640018,https://www.imdb.com/title/tt11640018/,-,Not Rated,"12,058",5.7,Posters/11640018.jpg
Hustle,(2022),"Comedy,Drama,Sport",A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,"https://m.media-amazon.com/images/M/MV5BYjdhYTE3NjMtZjI3OC00NzVlLWFiNTUtNzQ3NDNiNTI3NDg4XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",8009428,https://www.imdb.com/title/tt8009428/,117 min,UA 16+,"123,741",7.3,Posters/8009428.jpg
Luther,(2010–2019),"Crime,Drama,Mystery",DCI John Luther is a near-genius murder detective whose brilliant mind can't always save him from the dangerous violence of his passions.,"https://m.media-amazon.com/images/M/MV5BZWM3MGE0YjEtNzdlMC00NmM3LWE1MmItN2E4ZDM4ZTllY2QzXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1474684,https://www.imdb.com/title/tt1474684/,60 min,18,"138,548",8.4,Posters/1474684.jpg
The Usual Suspects,(1995),"Crime,Drama,Mystery","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",114814,https://www.imdb.com/title/tt0114814/,106 min,A,"1,090,004",8.5,Posters/114814.jpg
Agatha Christie's Marple,(2004–2013),"Crime,Drama,Mystery",An elderly spinster living in the village of St. Mary Mead helps her friends and relatives solve mysterious murders.,"https://m.media-amazon.com/images/M/MV5BMDdhMzBlOWEtOWZiYi00NzRmLTgxMTktZDBkOWY0NmI5ODc3XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",1734537,https://www.imdb.com/title/tt1734537/,93 min,12+,"9,055",7.8,Posters/1734537.jpg
Memento,(2000),"Mystery,Thriller",A man with short-term memory loss attempts to track down his wife's murderer.,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,3,280,414_.jpg",209144,https://www.imdb.com/title/tt0209144/,113 min,UA,"1,244,223",8.4,Posters/209144.jpg
Virgin River,(2019– ),"Drama,Romance","Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.","https://m.media-amazon.com/images/M/MV5BMDNiNzM4OGEtYzljZi00OGZhLWEwZjItMjgxYmMyNDM3MzgwXkEyXkFqcGdeQXVyMTUwMjg2Nzg0._V1_QL75_UX280_CR0,3,280,414_.jpg",9077530,https://www.imdb.com/title/tt9077530/,44 min,13+,"42,963",7.4,Posters/9077530.jpg
Prey for the Devil,(2022),"Horror,Thriller",A nun prepares to perform an exorcism and comes face to face with a demonic force with mysterious ties to her past.,"https://m.media-amazon.com/images/M/MV5BNzNjNmE4YTktMTZiNS00YTQ0LWExY2YtZTU2MGNiNzBiMzI5XkEyXkFqcGdeQXVyMTA0OTI1NDM2._V1_QL75_UX280_CR0,3,280,414_.jpg",9271672,https://www.imdb.com/title/tt9271672/,93 min,UA 16+,"9,563",5.2,Posters/9271672.jpg
Locke & Key,(2020–2022),"Drama,Fantasy,Horror","After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.","https://m.media-amazon.com/images/M/MV5BNzVkOTIxZWUtMTNjOC00NWMwLWEyNDQtNTY2NzYxNjhhYTA1XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX280_CR0,3,280,414_.jpg",3007572,https://www.imdb.com/title/tt3007572/,48 min,18,"88,469",7.3,Posters/3007572.jpg
Wind River,(2017),"Crime,Drama,Mystery",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5362988,https://www.imdb.com/title/tt5362988/,107 min,R,"256,281",7.7,Posters/5362988.jpg
Madoff: The Monster of Wall Street,(2023),"Documentary,Crime",It follows the rise and fall of the American financier and ponzi schemer: Madoff.,"https://m.media-amazon.com/images/M/MV5BNGU5MGUzZGItMmFkOC00NjIwLWEzYzEtMGYwMTc3NjlkZGU1XkEyXkFqcGdeQXVyNTYxMTM4MDk@._V1_QL75_UX280_CR0,3,280,414_.jpg",23732458,https://www.imdb.com/title/tt23732458/,249 min,UA 16+,"3,221",7.3,Posters/23732458.jpg
American History X,(1998),"Crime,Drama",A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.,"https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",120586,https://www.imdb.com/title/tt0120586/,119 min,R,"1,127,534",8.5,Posters/120586.jpg
Pirates of the Caribbean: The Curse of the Black Pearl,(2003),"Action,Adventure,Fantasy","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.","https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",325980,https://www.imdb.com/title/tt0325980/,143 min,UA,"1,133,343",8.1,Posters/325980.jpg
The Change-Up,(2011),"Comedy,Fantasy","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.","https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1488555,https://www.imdb.com/title/tt1488555/,112 min,UA,"186,018",6.3,Posters/1488555.jpg
The Fall,(I) (2013–2016),"Crime,Drama,Thriller",A seemingly cold but very passionate policewoman goes head to head with a seemingly passionate father who is in fact a cold serial killer in this procedural out of Belfast. The only thing they share is their common complexity.,"https://m.media-amazon.com/images/M/MV5BODk1MzM0MjQtNGUzOS00ZjBmLTliMjgtMzBjYmQwMzUwZDdkXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_QL75_UX280_CR0,3,280,414_.jpg",2294189,https://www.imdb.com/title/tt2294189/,60 min,18,"107,629",8.1,Posters/2294189.jpg
Agents of S.H.I.E.L.D.,(2013–2020),"Action,Adventure,Drama","The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","https://m.media-amazon.com/images/M/MV5BMTkwODYyMjgzOV5BMl5BanBnXkFtZTgwODAzMTE5MjE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2364582,https://www.imdb.com/title/tt2364582/,45 min,16+,"218,517",7.5,Posters/2364582.jpg
Thirteen Lives,(2022),"Action,Adventure,Biography",A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.,"https://m.media-amazon.com/images/M/MV5BNzI4YzkyMTYtYmQ1MC00NjYwLThkMDgtY2E1Njg1MTAzZWJhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",12262116,https://www.imdb.com/title/tt12262116/,147 min,UA 16+,"55,436",7.8,Posters/12262116.jpg
Empire Records,(1995),"Comedy,Drama,Music",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,"https://m.media-amazon.com/images/M/MV5BMjExMmQ1NmItOWEyOC00NzZjLWE0NWItNmE1NmNkY2NmODk5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",112950,https://www.imdb.com/title/tt0112950/,90 min,UA,"57,286",6.7,Posters/112950.jpg
Snowpiercer,(2020–2023),"Action,Drama,Sci-Fi","Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","https://m.media-amazon.com/images/M/MV5BYTY1MDhjOWQtYWFkNS00ODA1LTg1YTUtZDhmZDE0MDJlMzIwXkEyXkFqcGdeQXVyMTI4MDc0NjU2._V1_QL75_UX280_CR0,3,280,414_.jpg",6156584,https://www.imdb.com/title/tt6156584/,60 min,18,"56,131",6.9,Posters/6156584.jpg
Black Panther,(2018),"Action,Adventure,Sci-Fi","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","https://m.media-amazon.com/images/M/MV5BMTg1MTY2MjYzNV5BMl5BanBnXkFtZTgwMTc4NTMwNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",1825683,https://www.imdb.com/title/tt1825683/,134 min,UA,"779,583",7.3,Posters/1825683.jpg
Srpski film,(2010),"Horror,Mystery,Thriller","An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.","https://m.media-amazon.com/images/M/MV5BMTU2NzI3OTk4M15BMl5BanBnXkFtZTcwMTEyNzIxNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1273235,https://www.imdb.com/title/tt1273235/,104 min,A,"65,876",5.0,Posters/1273235.jpg
Avengers: Infinity War,(2018),"Action,Adventure,Sci-Fi",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_QL75_UX280_CR0,3,280,414_.jpg",4154756,https://www.imdb.com/title/tt4154756/,149 min,UA,"1,088,657",8.4,Posters/4154756.jpg
The Aviator,(2004),"Biography,Drama",A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,"https://m.media-amazon.com/images/M/MV5BZTYzMjA2M2EtYmY1OC00ZWMxLThlY2YtZGI3MTQzOWM4YjE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",338751,https://www.imdb.com/title/tt0338751/,170 min,UA,"365,559",7.5,Posters/338751.jpg
Six Feet Under,(2001–2005),"Comedy,Drama",A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.,"https://m.media-amazon.com/images/M/MV5BN2FmMjg0Y2YtYmMyYi00MTBjLTllYzMtN2VjYzRhOTVmNWRlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX280_CR0,3,280,414_.jpg",248654,https://www.imdb.com/title/tt0248654/,60 min,15+,"136,640",8.7,Posters/248654.jpg
The Cabin in the Woods,(2011),"Horror,Mystery,Thriller","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.","https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1259521,https://www.imdb.com/title/tt1259521/,95 min,A,"423,347",7.0,Posters/1259521.jpg
The Fifth Element,(1997),"Action,Adventure,Sci-Fi","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",119116,https://www.imdb.com/title/tt0119116/,126 min,UA,"478,396",7.6,Posters/119116.jpg
Harry Potter and the Deathly Hallows: Part 1,(2010),"Adventure,Family,Fantasy","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",926084,https://www.imdb.com/title/tt0926084/,146 min,UA,"555,065",7.7,Posters/926084.jpg
Ghostbusters: Afterlife,(2021),"Adventure,Comedy,Fantasy","When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.","https://m.media-amazon.com/images/M/MV5BMGY2NjUwODEtMGM5OS00MzhkLWEzYTUtYjkwMjFmNjhiN2FmXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX280_CR0,3,280,414_.jpg",4513678,https://www.imdb.com/title/tt4513678/,124 min,UA,"185,440",7.1,Posters/4513678.jpg
